,Unnamed: 0,Class,FL_B,FL_A,VS,FL_B_3,FL_A_3,FL_B_12,FL_A_12,Container Type,Recyclable fraction,FL_C,FL_C_3,FL_C_12
2532,2532,0,90.1,62.2,6.0,31.3,24.3,56.3,31.5,12,0,-27.89999999999999,-7.0,-24.8
2533,2533,0,83.3,45.7,6.0,73.4,31.2,87.5,42.3,1,2,-37.6,-42.2,-45.2
2534,2534,0,83.2,47.5,7.0,67.0,27.1,38.8,21.7,9,2,-35.7,-39.9,-17.099999999999998
2535,2535,0,65.5,26.0,9.0,32.5,26.5,34.4,23.3,7,1,-39.5,-6.0,-11.099999999999998
2536,2536,1,34.3,21.7,1.0,58.6,30.9,63.9,21.0,9,0,-12.599999999999998,-27.700000000000003,-42.9
2537,2537,1,74.3,63.6,4.0,61.4,27.7,69.0,21.1,2,2,-10.699999999999996,-33.7,-47.9
2538,2538,1,71.3,67.1,4.0,36.0,29.0,99.1,52.5,6,1,-4.200000000000003,-7.0,-46.6
2539,2539,0,73.7,48.4,9.0,58.5,33.9,72.0,60.5,7,0,-25.300000000000004,-24.6,-11.5
2540,2540,1,72.8,64.8,3.0,64.7,50.7,71.3,46.7,12,0,-8.0,-14.0,-24.599999999999994
2541,2541,1,64.5,53.8,4.0,74.4,40.8,62.4,31.9,0,0,-10.700000000000005,-33.60000000000001,-30.5
2542,2542,0,71.8,42.9,6.0,37.6,27.2,91.0,64.4,2,1,-28.9,-10.400000000000002,-26.599999999999994
2543,2543,0,61.1,25.3,7.0,70.4,36.9,59.7,32.4,6,0,-35.8,-33.50000000000001,-27.300000000000004
2544,2544,0,94.1,66.1,8.0,63.2,23.9,70.3,34.7,0,0,-28.0,-39.3,-35.599999999999994
2545,2545,1,71.6,60.5,1.0,32.7,21.1,51.4,35.9,11,1,-11.099999999999994,-11.6,-15.5
2546,2546,0,69.9,26.1,9.0,100.0,54.1,94.4,53.4,6,0,-43.8,-45.9,-41.00000000000001
2547,2547,1,33.8,22.5,5.0,59.9,35.2,64.3,24.8,6,1,-11.299999999999995,-24.7,-39.5
2548,2548,1,70.1,68.8,1.0,61.1,54.1,39.6,21.6,9,1,-1.2999999999999972,-7.0,-18.0
2549,2549,0,98.9,60.3,9.0,82.5,40.3,33.1,29.0,0,1,-38.60000000000001,-42.2,-4.100000000000001
2550,2550,1,56.3,30.1,3.0,74.2,61.4,90.4,59.5,2,2,-26.2,-12.800000000000004,-30.90000000000001
2551,2551,1,62.2,54.4,5.0,96.0,53.8,30.2,27.8,2,2,-7.800000000000004,-42.2,-2.3999999999999986
2552,2552,1,36.6,22.2,3.0,34.4,21.5,82.6,41.6,7,2,-14.400000000000002,-12.9,-40.99999999999999
2553,2553,0,75.7,37.1,6.0,37.5,22.0,50.2,33.0,8,2,-38.6,-15.5,-17.200000000000003
2554,2554,0,79.6,45.6,7.0,98.4,53.2,73.5,44.6,8,2,-33.99999999999999,-45.2,-28.9
2555,2555,0,60.9,28.7,6.0,88.9,40.0,72.9,33.1,5,0,-32.2,-48.900000000000006,-39.8
2556,2556,0,97.3,64.5,8.0,66.1,34.8,54.1,33.7,0,1,-32.8,-31.3,-20.4
2557,2557,0,77.5,45.0,6.0,50.4,33.6,68.0,57.0,11,1,-32.5,-16.799999999999997,-11.0
2558,2558,1,62.0,58.2,2.0,70.3,39.3,72.1,60.6,5,2,-3.799999999999997,-31.0,-11.499999999999991
2559,2559,1,72.9,61.5,4.0,59.1,37.8,76.2,67.0,7,0,-11.400000000000006,-21.300000000000004,-9.200000000000005
2560,2560,1,51.0,34.9,1.0,97.2,51.5,72.2,60.3,8,1,-16.1,-45.7,-11.900000000000006
2561,2561,0,99.4,61.2,6.0,71.1,45.0,61.7,55.3,3,0,-38.2,-26.099999999999994,-6.400000000000006
2562,2562,1,55.7,37.7,1.0,73.2,49.0,87.6,44.3,4,2,-18.0,-24.200000000000003,-43.3
2563,2563,1,63.9,57.8,2.0,35.9,22.4,62.8,56.2,13,0,-6.100000000000001,-13.5,-6.599999999999994
2564,2564,0,80.1,48.5,6.0,95.9,66.6,75.1,61.9,9,2,-31.599999999999994,-29.30000000000001,-13.199999999999996
2565,2565,1,59.2,31.7,3.0,68.2,26.4,50.9,32.0,10,0,-27.500000000000004,-41.8,-18.9
2566,2566,0,61.7,26.3,6.0,62.9,23.1,37.9,26.5,5,2,-35.400000000000006,-39.8,-11.4
2567,2567,1,50.3,36.1,2.0,96.6,63.5,77.5,63.8,5,1,-14.199999999999996,-33.099999999999994,-13.700000000000005
2568,2568,0,85.8,53.7,9.0,83.2,42.9,82.5,51.0,11,2,-32.099999999999994,-40.3,-31.5
2569,2569,0,83.7,55.8,6.0,68.1,50.1,54.3,35.0,3,0,-27.90000000000001,-17.999999999999993,-19.3
2570,2570,0,73.1,34.7,7.0,63.4,52.3,97.4,55.8,5,1,-38.39999999999999,-11.1,-41.60000000000001
2571,2571,0,80.9,41.2,6.0,71.6,62.8,70.1,31.8,9,2,-39.7,-8.799999999999997,-38.3
2572,2572,0,72.6,43.7,8.0,73.0,63.1,60.8,59.0,3,0,-28.89999999999999,-9.9,-1.7999999999999972
2573,2573,1,57.3,32.9,1.0,52.3,34.9,30.9,25.8,13,2,-24.4,-17.4,-5.099999999999998
2574,2574,0,85.2,48.9,6.0,83.7,41.9,53.1,31.1,6,2,-36.3,-41.8,-22.0
2575,2575,0,82.2,49.3,9.0,64.5,22.0,82.4,45.8,5,0,-32.900000000000006,-42.5,-36.60000000000001
2576,2576,0,80.8,40.3,6.0,77.8,39.4,63.2,25.2,3,2,-40.5,-38.4,-38.0
2577,2577,1,32.1,21.2,4.0,61.7,22.5,73.0,32.6,13,0,-10.900000000000002,-39.2,-40.4
2578,2578,1,52.0,38.9,4.0,32.9,27.7,78.0,65.6,10,1,-13.1,-5.199999999999999,-12.400000000000006
2579,2579,1,57.6,34.1,4.0,67.1,52.4,76.3,65.7,2,0,-23.5,-14.699999999999996,-10.599999999999994
2580,2580,0,76.8,45.9,6.0,64.8,52.9,71.6,49.7,8,0,-30.9,-11.9,-21.89999999999999
2581,2581,1,30.2,29.0,4.0,82.0,42.4,50.8,38.2,9,1,-1.1999999999999993,-39.6,-12.599999999999994
2582,2582,0,98.6,65.7,6.0,98.7,53.4,70.8,33.0,12,0,-32.89999999999999,-45.3,-37.8
2583,2583,1,50.9,30.0,2.0,50.8,32.7,72.9,65.9,4,0,-20.9,-18.099999999999994,-7.0
2584,2584,1,66.8,55.6,2.0,86.5,44.0,81.1,54.2,3,1,-11.199999999999996,-42.5,-26.89999999999999
2585,2585,0,83.0,42.9,6.0,72.4,62.2,77.7,61.8,13,2,-40.1,-10.200000000000005,-15.900000000000006
2586,2586,1,52.7,36.4,3.0,31.2,24.7,31.3,20.7,1,0,-16.300000000000004,-6.5,-10.6
2587,2587,0,82.0,59.6,8.0,74.1,67.9,73.4,62.6,0,2,-22.4,-6.199999999999989,-10.800000000000004
2588,2588,0,76.1,30.2,6.0,69.5,29.4,59.6,33.6,0,1,-45.89999999999999,-40.1,-26.0
2589,2589,0,74.4,32.4,6.0,89.5,58.8,74.8,66.8,11,0,-42.00000000000001,-30.700000000000003,-8.0
2590,2590,1,68.1,57.3,3.0,76.2,41.7,56.8,32.2,1,2,-10.799999999999995,-34.5,-24.599999999999994
2591,2591,1,79.0,61.5,4.0,79.4,61.1,78.2,37.5,11,1,-17.5,-18.300000000000004,-40.7
2592,2592,1,67.9,50.0,3.0,97.8,69.1,33.4,23.4,9,2,-17.900000000000006,-28.700000000000003,-10.0
2593,2593,1,35.1,25.8,3.0,54.1,36.3,32.5,21.9,7,0,-9.3,-17.800000000000004,-10.6
2594,2594,0,78.1,37.0,7.0,62.3,53.1,60.1,23.9,13,0,-41.1,-9.199999999999996,-36.2
2595,2595,0,63.2,32.6,7.0,80.3,47.0,37.6,25.8,6,2,-30.6,-33.3,-11.8
2596,2596,0,61.2,22.3,6.0,82.2,44.7,61.5,20.2,13,0,-38.900000000000006,-37.5,-41.3
2597,2597,1,64.8,51.6,1.0,62.9,52.3,72.5,30.2,0,2,-13.199999999999996,-10.6,-42.3
2598,2598,1,51.0,37.3,3.0,37.3,21.8,60.0,50.1,0,0,-13.700000000000005,-15.499999999999996,-9.9
2599,2599,1,56.4,31.9,2.0,33.8,25.9,93.4,53.5,11,1,-24.5,-7.899999999999999,-39.900000000000006
2600,2600,0,62.9,22.6,6.0,63.0,24.7,73.4,35.0,4,2,-40.3,-38.3,-38.400000000000006
2601,2601,0,63.7,20.9,7.0,62.2,50.9,54.5,36.5,11,0,-42.8,-11.300000000000004,-18.0
2602,2602,1,77.7,62.4,2.0,95.8,67.0,88.7,46.7,11,1,-15.300000000000004,-28.8,-42.0
2603,2603,1,71.7,68.7,5.0,66.9,51.3,66.0,24.4,8,0,-3.0,-15.600000000000009,-41.6
2604,2604,0,93.5,51.2,8.0,89.9,55.9,30.1,20.6,10,2,-42.3,-34.00000000000001,-9.5
2605,2605,1,56.0,34.2,5.0,59.5,33.8,65.5,28.5,0,2,-21.8,-25.700000000000003,-37.0
2606,2606,0,95.6,52.0,6.0,73.4,43.2,92.7,57.0,9,0,-43.6,-30.200000000000003,-35.7
2607,2607,1,56.5,31.5,5.0,82.5,44.1,61.4,50.4,12,1,-25.0,-38.4,-11.0
2608,2608,0,81.1,51.2,8.0,74.7,67.5,54.8,34.6,2,2,-29.89999999999999,-7.200000000000003,-20.2
2609,2609,1,50.6,31.0,3.0,62.3,56.7,77.6,32.5,11,1,-19.6,-5.599999999999994,-45.1
2610,2610,1,67.0,54.9,3.0,64.6,52.2,68.0,38.9,10,2,-12.1,-12.399999999999991,-29.1
2611,2611,1,70.2,60.8,5.0,62.6,50.7,70.2,43.4,4,2,-9.400000000000006,-11.9,-26.800000000000004
2612,2612,0,94.3,69.0,8.0,60.8,54.9,34.5,21.2,9,2,-25.3,-5.899999999999999,-13.3
2613,2613,1,34.6,28.0,4.0,55.9,38.5,60.4,36.4,13,2,-6.600000000000001,-17.4,-24.0
2614,2614,0,83.1,46.3,7.0,74.3,63.0,53.3,38.5,1,1,-36.8,-11.299999999999995,-14.799999999999995
2615,2615,0,83.9,54.2,6.0,64.4,55.0,86.2,41.7,9,1,-29.700000000000003,-9.400000000000006,-44.5
2616,2616,0,73.2,30.2,8.0,62.5,55.8,93.4,54.6,10,1,-43.0,-6.700000000000003,-38.8
2617,2617,1,39.0,20.8,5.0,61.9,33.6,86.0,54.5,10,0,-18.2,-28.3,-31.5
2618,2618,0,73.7,33.7,6.0,69.7,55.3,92.2,70.0,0,0,-40.0,-14.400000000000006,-22.200000000000003
2619,2619,0,62.1,31.2,8.0,62.1,55.5,51.6,33.2,13,1,-30.9,-6.600000000000001,-18.4
2620,2620,0,66.4,37.9,9.0,65.9,39.5,87.9,43.4,8,0,-28.500000000000007,-26.40000000000001,-44.50000000000001
2621,2621,1,51.9,38.0,5.0,51.4,36.6,84.8,49.3,13,2,-13.9,-14.799999999999995,-35.5
2622,2622,0,87.8,57.9,9.0,88.1,58.0,93.1,55.6,10,0,-29.9,-30.099999999999994,-37.49999999999999
2623,2623,0,66.3,27.8,6.0,77.6,60.0,52.0,38.3,10,1,-38.5,-17.599999999999994,-13.700000000000005
2624,2624,0,67.1,27.5,8.0,75.5,65.3,34.3,24.6,10,0,-39.6,-10.200000000000005,-9.699999999999996
2625,2625,1,38.0,21.7,1.0,69.0,21.2,74.1,31.2,11,0,-16.3,-47.8,-42.89999999999999
2626,2626,1,52.6,32.5,4.0,95.4,65.4,53.7,38.4,10,1,-20.1,-30.0,-15.300000000000004
2627,2627,1,34.3,21.1,4.0,34.5,23.6,34.0,27.1,2,2,-13.199999999999996,-10.9,-6.899999999999999
2628,2628,0,69.7,30.0,9.0,74.5,37.2,76.1,61.2,0,0,-39.7,-37.3,-14.899999999999991
2629,2629,1,53.2,32.0,3.0,93.5,52.5,82.5,53.1,1,0,-21.200000000000003,-41.0,-29.4
2630,2630,1,65.9,50.2,4.0,37.9,24.4,91.2,61.1,1,1,-15.700000000000005,-13.5,-30.1
2631,2631,1,51.7,38.8,3.0,64.6,30.3,81.4,51.9,1,2,-12.900000000000006,-34.3,-29.500000000000007
2632,2632,1,75.1,68.3,3.0,91.5,52.3,93.5,54.7,13,2,-6.799999999999997,-39.2,-38.8
2633,2633,0,94.8,55.4,8.0,38.1,24.7,57.8,32.1,1,0,-39.4,-13.400000000000002,-25.7
2634,2634,0,71.5,33.4,7.0,68.2,57.7,97.6,63.3,4,0,-38.1,-10.5,-34.3
2635,2635,0,99.7,53.6,7.0,59.9,33.2,87.4,40.5,3,0,-46.1,-26.7,-46.900000000000006
2636,2636,0,73.4,44.3,6.0,67.0,56.9,84.3,59.0,4,2,-29.10000000000001,-10.1,-25.3
2637,2637,0,78.0,47.4,6.0,68.8,38.7,63.4,33.9,10,0,-30.6,-30.099999999999994,-29.5
2638,2638,0,99.2,55.7,7.0,80.8,52.5,53.8,30.5,7,1,-43.5,-28.3,-23.3
2639,2639,1,65.4,55.1,4.0,78.2,60.7,82.9,42.6,4,1,-10.300000000000004,-17.5,-40.3
2640,2640,1,34.5,21.5,3.0,77.5,60.2,73.6,45.7,7,2,-13.0,-17.299999999999997,-27.89999999999999
2641,2641,1,34.9,22.8,2.0,74.2,45.4,79.4,67.9,5,1,-12.099999999999998,-28.800000000000004,-11.5
2642,2642,1,69.2,58.4,3.0,92.7,63.4,78.3,32.8,11,2,-10.800000000000004,-29.300000000000004,-45.5
2643,2643,1,72.8,62.3,4.0,51.0,36.7,60.3,37.8,5,2,-10.5,-14.299999999999995,-22.5
2644,2644,1,32.9,23.3,2.0,50.1,35.8,73.2,48.4,10,1,-9.599999999999998,-14.300000000000004,-24.800000000000004
2645,2645,1,69.4,51.3,3.0,72.1,64.2,80.6,41.3,10,2,-18.10000000000001,-7.899999999999991,-39.3
2646,2646,0,90.7,55.0,6.0,52.8,37.2,99.1,60.4,12,0,-35.7,-15.599999999999994,-38.7
2647,2647,1,61.2,59.0,4.0,66.8,25.5,90.9,54.4,2,2,-2.200000000000003,-41.3,-36.50000000000001
2648,2648,1,36.5,24.9,5.0,76.7,43.6,79.4,64.6,7,2,-11.6,-33.1,-14.800000000000011
2649,2649,1,61.6,57.5,1.0,60.7,52.4,85.1,59.1,12,1,-4.100000000000001,-8.300000000000004,-25.999999999999996
2650,2650,1,30.3,24.3,4.0,54.4,32.1,36.2,23.9,8,1,-6.0,-22.3,-12.300000000000004
2651,2651,0,70.0,35.9,9.0,60.0,51.7,67.3,38.1,3,1,-34.1,-8.299999999999997,-29.2
2652,2652,1,73.6,65.3,2.0,39.7,25.4,61.8,38.5,4,1,-8.299999999999997,-14.300000000000004,-23.3
2653,2653,1,61.3,58.0,2.0,78.1,67.4,74.5,67.5,3,2,-3.299999999999997,-10.699999999999989,-7.0
2654,2654,1,72.2,66.3,1.0,82.4,53.6,62.0,32.3,2,0,-5.900000000000006,-28.800000000000004,-29.700000000000003
2655,2655,0,82.5,42.8,8.0,68.4,23.3,57.1,34.0,0,1,-39.7,-45.10000000000001,-23.1
2656,2656,0,80.4,57.5,8.0,87.1,47.6,60.9,54.3,10,2,-22.90000000000001,-39.49999999999999,-6.600000000000001
2657,2657,0,63.0,29.3,8.0,59.6,32.2,70.5,40.8,4,2,-33.7,-27.4,-29.700000000000003
2658,2658,1,51.9,34.1,4.0,62.0,23.3,75.9,62.0,2,1,-17.799999999999997,-38.7,-13.900000000000006
2659,2659,1,61.4,50.2,5.0,55.5,33.9,58.2,33.2,2,1,-11.199999999999996,-21.6,-25.0
2660,2660,0,74.0,43.3,8.0,92.1,68.4,51.3,35.1,7,0,-30.700000000000003,-23.69999999999999,-16.199999999999996
2661,2661,1,70.0,64.3,4.0,74.7,64.8,75.9,31.4,3,1,-5.700000000000003,-9.900000000000006,-44.50000000000001
2662,2662,1,66.6,50.5,4.0,89.3,56.9,70.5,60.3,5,0,-16.099999999999994,-32.4,-10.200000000000005
2663,2663,1,61.1,51.1,4.0,73.7,32.3,32.1,28.5,5,2,-10.0,-41.400000000000006,-3.6000000000000014
2664,2664,1,79.6,60.3,4.0,30.7,28.2,95.4,63.2,4,0,-19.3,-2.5,-32.2
2665,2665,1,32.3,24.2,2.0,59.0,32.7,93.0,52.6,12,1,-8.099999999999998,-26.3,-40.4
2666,2666,1,56.2,36.9,2.0,60.4,28.1,68.4,23.0,6,2,-19.300000000000004,-32.3,-45.400000000000006
2667,2667,0,93.6,64.1,8.0,71.3,61.7,56.5,32.0,11,2,-29.5,-9.599999999999994,-24.5
2668,2668,1,60.1,54.9,3.0,61.0,21.6,54.1,31.2,0,0,-5.200000000000003,-39.4,-22.9
2669,2669,1,36.2,26.9,3.0,79.1,63.9,33.2,25.5,6,2,-9.300000000000004,-15.199999999999996,-7.700000000000003
2670,2670,1,35.3,25.7,5.0,74.5,67.8,36.8,22.2,1,1,-9.599999999999998,-6.700000000000003,-14.599999999999998
2671,2671,0,91.0,67.0,9.0,90.0,69.3,52.6,34.1,5,1,-24.0,-20.700000000000003,-18.5
2672,2672,0,71.8,39.9,9.0,58.6,34.6,65.6,53.2,7,1,-31.9,-24.0,-12.399999999999991
2673,2673,0,72.8,36.3,9.0,83.6,59.0,37.1,25.7,13,2,-36.5,-24.599999999999994,-11.400000000000002
2674,2674,1,53.7,32.7,3.0,30.9,21.8,56.6,31.1,10,1,-21.0,-9.099999999999998,-25.5
2675,2675,1,79.3,65.9,4.0,71.1,65.9,67.0,29.4,10,0,-13.399999999999991,-5.199999999999989,-37.6
2676,2676,1,67.6,50.1,3.0,90.7,50.9,60.0,20.2,10,1,-17.499999999999993,-39.8,-39.8
2677,2677,1,30.8,24.4,5.0,33.4,20.6,63.6,21.0,2,2,-6.400000000000002,-12.799999999999995,-42.6
2678,2678,0,98.7,64.8,6.0,92.1,60.5,54.0,38.6,6,1,-33.900000000000006,-31.599999999999994,-15.4
2679,2679,0,93.8,66.2,8.0,87.8,45.1,36.0,24.9,2,1,-27.599999999999994,-42.7,-11.1
2680,2680,0,99.6,52.3,7.0,69.8,23.8,56.2,34.3,8,2,-47.3,-46.0,-21.90000000000001
2681,2681,1,36.1,24.3,5.0,69.7,29.1,36.5,27.9,12,2,-11.8,-40.6,-8.600000000000001
2682,2682,0,69.1,40.0,7.0,70.5,32.3,85.9,51.5,5,2,-29.099999999999994,-38.2,-34.400000000000006
2683,2683,1,33.5,20.8,2.0,63.0,55.6,99.4,61.7,11,1,-12.7,-7.399999999999999,-37.7
2684,2684,0,80.4,43.6,8.0,87.2,41.5,66.6,31.2,4,2,-36.8,-45.7,-35.39999999999999
2685,2685,1,30.1,26.9,2.0,92.5,56.6,30.5,25.7,1,2,-3.200000000000003,-35.9,-4.800000000000001
2686,2686,0,72.7,41.0,9.0,73.6,31.3,72.3,32.3,8,2,-31.700000000000003,-42.3,-40.0
2687,2687,0,64.0,29.0,6.0,98.0,59.3,69.4,34.6,6,0,-35.0,-38.7,-34.800000000000004
2688,2688,1,51.5,31.6,3.0,80.0,34.0,88.5,47.4,5,1,-19.9,-46.0,-41.1
2689,2689,1,36.7,24.6,5.0,55.3,36.4,95.6,53.5,4,0,-12.1,-18.9,-42.1
2690,2690,0,61.3,22.5,8.0,78.9,31.1,33.5,29.0,0,0,-38.8,-47.8,-4.5
2691,2691,1,70.8,66.6,1.0,70.8,66.4,78.2,61.7,10,2,-4.200000000000003,-4.399999999999992,-16.5
2692,2692,1,54.6,36.6,4.0,74.5,44.4,77.9,62.5,12,0,-18.0,-30.1,-15.400000000000006
2693,2693,1,63.5,51.9,5.0,53.6,36.3,78.9,39.8,11,2,-11.6,-17.300000000000004,-39.10000000000001
2694,2694,0,73.2,45.3,6.0,71.8,39.0,51.2,31.6,1,0,-27.90000000000001,-32.8,-19.6
2695,2695,1,54.4,37.3,1.0,93.5,57.9,63.4,51.5,8,0,-17.1,-35.6,-11.9
2696,2696,1,30.7,21.2,4.0,78.0,62.3,67.9,55.0,4,2,-9.5,-15.700000000000005,-12.900000000000006
2697,2697,0,61.6,37.0,6.0,31.7,23.0,53.9,31.0,6,2,-24.6,-8.7,-22.9
2698,2698,0,83.8,56.8,6.0,61.5,21.7,32.9,21.4,5,2,-27.0,-39.8,-11.5
2699,2699,1,60.5,56.5,5.0,56.5,31.0,73.2,65.7,7,0,-4.0,-25.5,-7.5
2700,2700,0,62.7,28.9,6.0,83.9,57.7,38.5,25.2,3,1,-33.800000000000004,-26.200000000000003,-13.3
2701,2701,1,71.3,60.0,2.0,58.8,35.9,66.4,51.9,2,0,-11.299999999999995,-22.9,-14.500000000000009
2702,2702,0,64.0,24.7,9.0,50.8,32.4,89.5,58.8,2,2,-39.3,-18.4,-30.700000000000003
2703,2703,0,67.8,21.0,7.0,92.5,61.3,97.3,54.3,9,2,-46.8,-31.200000000000003,-43.0
2704,2704,1,35.8,26.1,2.0,92.4,56.9,96.6,68.3,4,1,-9.699999999999996,-35.50000000000001,-28.3
2705,2705,1,66.7,55.4,3.0,55.1,34.8,81.2,48.3,5,2,-11.300000000000004,-20.300000000000004,-32.900000000000006
2706,2706,1,34.0,28.3,1.0,82.8,51.5,61.8,54.1,6,0,-5.699999999999999,-31.3,-7.699999999999996
2707,2707,0,91.3,68.0,9.0,76.2,66.1,73.7,66.9,11,1,-23.3,-10.100000000000009,-6.799999999999997
2708,2708,1,67.5,51.0,1.0,61.8,26.0,50.6,35.3,1,2,-16.5,-35.8,-15.300000000000004
2709,2709,0,60.5,29.4,9.0,78.4,60.1,73.8,62.9,3,1,-31.1,-18.300000000000004,-10.9
2710,2710,1,59.1,36.3,2.0,90.3,51.8,30.0,20.0,13,2,-22.800000000000004,-38.5,-10.0
2711,2711,1,53.4,32.4,4.0,69.9,56.3,67.5,24.3,7,2,-21.0,-13.600000000000009,-43.2
2712,2712,0,86.2,52.9,6.0,69.3,21.6,60.5,22.0,2,0,-33.300000000000004,-47.7,-38.5
2713,2713,1,55.1,33.4,3.0,84.5,49.2,86.1,41.8,6,0,-21.700000000000003,-35.3,-44.3
2714,2714,1,39.7,25.1,4.0,33.1,23.8,70.4,64.7,0,2,-14.6,-9.3,-5.700000000000003
2715,2715,0,64.1,21.4,9.0,66.7,32.8,70.7,43.5,11,1,-42.7,-33.900000000000006,-27.200000000000003
2716,2716,1,55.9,35.7,3.0,61.8,55.9,70.2,66.3,9,2,-20.2,-5.899999999999999,-3.9000000000000057
2717,2717,1,74.9,68.9,1.0,70.7,61.5,69.3,26.3,1,2,-6.0,-9.200000000000005,-43.0
2718,2718,1,77.4,61.7,3.0,66.8,54.3,70.7,44.9,7,0,-15.700000000000005,-12.5,-25.800000000000004
2719,2719,0,73.3,30.7,9.0,33.7,26.1,64.6,23.3,4,0,-42.6,-7.600000000000001,-41.3
2720,2720,1,30.0,20.5,4.0,62.9,57.5,93.6,65.0,1,1,-9.5,-5.399999999999999,-28.599999999999994
2721,2721,1,37.2,25.0,1.0,54.6,33.4,69.8,52.0,13,1,-12.200000000000005,-21.200000000000003,-17.799999999999997
2722,2722,1,65.2,56.7,3.0,52.3,33.6,94.1,59.0,8,0,-8.5,-18.7,-35.099999999999994
2723,2723,0,90.1,54.1,6.0,38.7,27.5,79.4,48.1,13,0,-35.99999999999999,-11.200000000000005,-31.300000000000004
2724,2724,0,84.3,59.3,7.0,72.4,31.1,30.2,27.5,10,1,-25.0,-41.3,-2.6999999999999997
2725,2725,0,73.6,34.1,6.0,63.0,56.0,97.5,54.9,1,2,-39.49999999999999,-7.0,-42.6
2726,2726,0,72.4,40.4,8.0,62.0,55.6,67.2,56.8,5,0,-32.00000000000001,-6.399999999999999,-10.400000000000006
2727,2727,0,70.1,35.5,6.0,97.8,55.3,54.9,32.6,12,0,-34.599999999999994,-42.5,-22.3
2728,2728,1,75.2,64.4,2.0,31.6,21.7,57.2,34.7,4,1,-10.799999999999995,-9.900000000000002,-22.5
2729,2729,0,86.9,45.9,6.0,87.4,51.4,74.6,63.0,6,1,-41.00000000000001,-36.00000000000001,-11.599999999999994
2730,2730,1,68.5,51.4,3.0,82.3,43.9,74.5,67.0,3,1,-17.1,-38.4,-7.5
2731,2731,1,33.4,21.5,5.0,57.7,33.3,92.7,69.6,4,1,-11.9,-24.40000000000001,-23.10000000000001
2732,2732,1,50.5,37.1,1.0,53.0,30.2,98.8,58.8,4,1,-13.4,-22.8,-40.0
2733,2733,0,96.9,53.1,9.0,64.0,34.0,62.7,51.1,10,2,-43.8,-30.0,-11.6
2734,2734,0,86.6,48.4,7.0,50.9,31.9,83.0,54.9,13,0,-38.2,-19.0,-28.1
2735,2735,0,92.3,53.9,7.0,61.7,56.2,64.1,54.9,5,1,-38.4,-5.5,-9.199999999999996
2736,2736,1,62.9,52.5,5.0,60.6,51.1,80.4,43.6,3,1,-10.4,-9.5,-36.8
2737,2737,1,63.9,54.0,1.0,90.1,51.5,79.8,31.1,1,2,-9.9,-38.6,-48.7
2738,2738,1,75.8,62.7,1.0,70.0,36.9,35.2,26.8,3,1,-13.099999999999994,-33.1,-8.400000000000002
2739,2739,0,70.3,37.6,6.0,62.5,55.7,61.7,56.4,10,2,-32.7,-6.799999999999997,-5.300000000000004
2740,2740,1,69.5,52.2,2.0,36.5,20.5,91.7,68.2,7,0,-17.299999999999997,-16.0,-23.5
2741,2741,1,65.7,51.9,2.0,83.9,58.6,35.0,23.4,9,0,-13.800000000000004,-25.300000000000004,-11.6
2742,2742,0,72.5,33.4,8.0,80.2,58.7,63.0,56.3,11,0,-39.1,-21.5,-6.700000000000003
2743,2743,0,64.1,21.5,6.0,68.8,55.8,30.6,22.0,2,1,-42.6,-13.0,-8.600000000000001
2744,2744,0,69.2,30.8,7.0,85.5,41.6,70.3,45.1,6,0,-38.400000000000006,-43.9,-25.2
2745,2745,0,91.8,64.3,6.0,82.0,47.1,92.3,53.2,2,1,-27.5,-34.9,-39.1
2746,2746,0,94.0,52.6,6.0,34.3,27.6,62.5,33.5,5,0,-41.4,-6.699999999999996,-29.0
2747,2747,1,73.0,68.6,5.0,74.1,31.0,66.1,21.8,4,2,-4.400000000000006,-43.1,-44.3
2748,2748,0,79.5,33.8,7.0,64.2,58.1,51.6,36.7,8,1,-45.7,-6.100000000000001,-14.9
2749,2749,0,67.0,24.3,7.0,75.8,42.5,39.2,27.1,13,2,-42.7,-33.3,-12.1
2750,2750,0,60.5,39.3,9.0,92.1,54.6,84.0,58.5,13,1,-21.200000000000003,-37.49999999999999,-25.5
2751,2751,0,93.5,54.7,7.0,97.0,66.5,85.6,52.2,3,2,-38.8,-30.5,-33.39999999999999
2752,2752,1,60.3,55.7,1.0,37.0,21.8,64.5,28.8,12,1,-4.599999999999994,-15.2,-35.7
2753,2753,0,90.7,61.5,6.0,61.3,53.4,34.6,22.2,4,1,-29.200000000000003,-7.899999999999999,-12.400000000000002
2754,2754,1,75.5,60.4,3.0,91.0,55.8,84.6,56.9,4,2,-15.1,-35.2,-27.7
2755,2755,0,68.0,20.2,6.0,52.8,33.7,94.1,65.1,11,2,-47.8,-19.099999999999994,-29.0
2756,2756,0,90.9,50.6,6.0,70.6,39.2,71.7,65.0,7,2,-40.3,-31.39999999999999,-6.700000000000003
2757,2757,1,57.9,32.8,3.0,84.2,44.2,68.1,51.4,11,1,-25.1,-40.0,-16.699999999999996
2758,2758,1,52.5,33.6,3.0,62.4,20.2,53.6,32.5,11,1,-18.9,-42.2,-21.1
2759,2759,0,64.5,27.7,8.0,74.7,66.0,59.4,34.8,9,0,-36.8,-8.700000000000003,-24.6
2760,2760,0,81.9,41.1,6.0,71.6,44.5,78.6,46.3,12,0,-40.8,-27.099999999999994,-32.3
2761,2761,0,84.7,43.9,9.0,64.3,50.1,76.0,47.8,5,1,-40.8,-14.199999999999996,-28.200000000000003
