,Class,FL_B,FL_A,VS,FL_B_3,FL_A_3,FL_B_12,FL_A_12,Container Type,Recyclable fraction,FL_C,FL_C_3,FL_C_12
2145,1,-0.32700503430291894,0.3817754910801597,-0.048210285228479824,72.0,63.9,66.1,36.9,11,0,0.5810792053675566,-8.100000000000001,-29.199999999999996
2146,1,-0.849379383600801,-0.5054000736206833,-1.6833057359757524,91.9,68.3,75.7,63.5,3,2,0.3840533947679858,-23.60000000000001,-12.200000000000003
2147,0,1.7681092913756822,1.3428823528394063,0.36056357745833834,30.6,26.8,76.8,66.6,11,1,-0.5808678827837586,-3.8000000000000007,-10.200000000000003
2148,1,-0.703339242936877,-0.6801467757587281,-0.45698414791529796,55.1,31.1,31.3,21.4,9,2,0.12135231396855779,-24.0,-9.900000000000002
2149,0,-0.444960532531473,-1.5001120704064763,0.7693374401451565,81.8,43.8,60.5,50.4,7,2,-0.7273742547680552,-38.0,-10.100000000000001
2150,0,1.4704120815607604,0.6976637603297019,1.5868851655187928,60.3,26.7,31.6,25.6,8,0,-0.7981014688294399,-33.599999999999994,-6.0
2151,1,-0.8044439557042088,-0.7944042348489879,-0.048210285228479824,77.6,68.8,65.8,23.4,11,0,0.12640425783008533,-8.799999999999997,-42.4
2152,1,0.3807279550684045,1.1143674346588859,-0.8657580106021161,96.8,59.1,74.9,64.5,0,0,0.49519615972159003,-37.699999999999996,-10.400000000000006
2153,1,0.11673231617592643,1.1210884616641954,-1.6833057359757524,60.0,34.5,69.0,30.2,8,1,0.7376894650749083,-25.5,-38.8
2154,1,-0.3831743191736589,0.8992945704889843,-1.6833057359757524,65.6,33.8,74.1,65.1,2,1,1.0205983213204453,-31.799999999999997,-9.0
2155,1,-0.40564203312195524,0.5834063012394421,-0.8657580106021161,85.6,41.0,84.9,40.8,0,1,0.803364735274765,-44.599999999999994,-44.10000000000001
2156,0,-0.360706605225363,-1.6815797995498307,1.5868851655187928,61.1,31.2,70.8,60.4,0,0,-0.9395558969522085,-29.900000000000002,-10.399999999999999
2157,0,0.49306652480988444,-0.841451423886154,0.7693374401451565,67.0,54.6,52.1,31.9,13,1,-1.0759583812134497,-12.399999999999999,-20.200000000000003
2158,1,-0.21466646456143898,0.6237324632712987,-0.8657580106021161,60.6,23.4,34.2,26.1,13,2,0.6619103071519961,-37.2,-8.100000000000001
2159,0,-0.40564203312195524,-0.646541640732181,1.5868851655187928,65.9,55.4,58.4,33.8,6,1,-0.12114099138476009,-10.500000000000007,-24.6
2160,0,0.015627603408594624,-0.6935888297693467,0.7693374401451565,76.1,33.5,58.6,32.7,6,1,-0.5354003880300114,-42.599999999999994,-25.9
2161,1,-1.6694509427136048,-1.3858546113162165,-1.2745318732889344,73.6,67.9,50.4,35.1,13,1,0.45983255269089784,-5.699999999999989,-15.299999999999997
2162,0,0.8356991625213989,-0.06181229127026178,0.36056357745833834,74.8,68.7,50.8,34.1,0,0,-0.7981014688294399,-6.099999999999994,-16.699999999999996
2163,1,-0.4898959604280652,-0.5994944516950149,-0.8657580106021161,71.4,47.1,60.2,22.5,13,0,-0.009998226431155851,-24.300000000000004,-37.7
2164,1,-2.0963375077312283,-1.4530648813693106,-1.6833057359757524,67.5,56.6,70.0,35.3,10,0,0.79326084755171,-10.899999999999999,-34.7
2165,0,1.2794365130002443,1.040436137600482,0.7693374401451565,81.5,51.0,80.7,44.8,10,2,-0.3686862405996055,-30.5,-35.900000000000006
2166,0,0.36387716960718264,-0.3037692634614008,0.36056357745833834,90.3,53.6,68.8,37.4,2,2,-0.5556081634761216,-36.699999999999996,-31.4
2167,0,1.4142427966900204,0.6102904092606797,1.5868851655187928,69.1,56.6,67.7,50.5,13,0,-0.8132573004140221,-12.499999999999993,-17.200000000000003
2168,1,-0.9841856672905769,-0.9153827209445574,-1.6833057359757524,77.0,62.5,39.1,24.9,7,0,0.19713147189146984,-14.5,-14.200000000000003
2169,0,1.616452222224684,0.8320843004358902,0.7693374401451565,92.6,61.8,62.8,36.3,6,2,-0.8284131319986043,-30.799999999999997,-26.5
2170,1,-0.9729518103164287,-0.5322841816419208,-0.8657580106021161,82.7,42.6,51.7,37.3,3,1,0.4749883842754799,-40.1,-14.400000000000006
2171,0,-0.37194046219951116,-1.6345326105126647,1.1781113028319747,75.9,44.9,68.9,21.3,8,1,-0.8940884021984611,-31.000000000000007,-47.60000000000001
2172,0,1.2906703699743924,0.6035693822553702,0.7693374401451565,89.5,58.3,61.4,50.2,2,0,-0.7071664793219453,-31.200000000000003,-11.199999999999996
2173,0,1.3468396548451322,1.4571398119296655,0.36056357745833834,93.3,62.5,91.9,68.9,0,2,-0.11608904752323292,-30.799999999999997,-23.0
2174,1,-1.6357493717911606,-1.3589705032949788,-0.048210285228479824,51.3,33.8,32.3,23.7,2,2,0.4497286649678428,-17.5,-8.599999999999998
2175,1,-2.0064666519380445,-1.6345326105126647,-1.2745318732889344,73.1,47.8,71.4,65.2,12,0,0.5760272615060295,-25.299999999999997,-6.200000000000003
2176,0,1.3973920112287985,0.5229170581916575,0.7693374401451565,92.4,60.9,99.9,54.8,9,2,-0.8637767390292966,-31.500000000000007,-45.10000000000001
2177,1,-0.939250239393985,-0.5188421276313018,-0.45698414791529796,76.2,64.5,68.2,57.6,7,1,0.4547806088293705,-11.700000000000003,-10.600000000000001
2178,1,0.5043003817840326,1.4235346769031185,-0.45698414791529796,81.0,48.4,86.1,48.5,13,2,0.6164428123982486,-32.6,-37.599999999999994
2179,0,-0.1360294657424035,-1.0430822340454364,0.7693374401451565,83.0,50.7,78.4,64.1,12,1,-0.661698984568198,-32.3,-14.300000000000011
2180,1,-0.332621962789993,0.6506165712925362,-0.048210285228479824,75.3,31.4,60.2,32.7,1,1,0.7882089036901825,-43.9,-27.5
2181,0,1.4423274391253904,0.4355437071226348,1.5868851655187928,64.0,57.1,68.2,24.0,8,2,-0.9698675601213733,-6.899999999999999,-44.2
2182,1,-0.877464026036171,-0.9691509369870327,-1.2745318732889344,61.4,58.8,77.7,64.0,10,2,0.0607289876302285,-2.6000000000000014,-13.700000000000003
2183,0,1.4872628670219823,1.28911413679693,1.1781113028319747,56.8,30.0,30.6,25.3,2,2,-0.36868624059960586,-26.799999999999997,-5.300000000000001
2184,0,-0.4112589616090289,-0.9355458019604856,0.36056357745833834,92.5,67.3,94.9,68.5,13,1,-0.3333226335689135,-25.200000000000003,-26.400000000000006
2185,1,-1.8211080118646026,-1.2715971522259564,-0.8657580106021161,36.8,24.5,81.4,56.1,11,2,0.6821180825981058,-12.299999999999997,-25.300000000000004
2186,0,1.5153475094573523,1.0942043536429578,1.5868851655187928,70.4,64.6,85.2,56.6,2,2,-0.540452331891539,-5.800000000000011,-28.6
2187,1,0.6110220230384389,1.3764874878659534,-0.45698414791529796,96.3,52.0,63.8,51.5,8,2,0.48509227199853494,-44.3,-12.299999999999997
2188,0,-0.186581822126069,-0.3709795335144949,0.36056357745833834,55.8,31.9,54.4,34.4,0,0,-0.11103710366170538,-23.9,-20.0
2189,0,1.2569687990519487,1.228624893749146,1.5868851655187928,57.3,38.8,68.2,27.3,2,1,-0.20702403703072703,-18.5,-40.900000000000006
2190,1,-1.8548095827870466,-1.1170135311038398,-0.45698414791529796,61.8,27.2,72.7,61.7,12,0,0.8286244545824022,-34.599999999999994,-11.0
2191,0,0.330175598684739,-0.8817775859180106,0.36056357745833834,75.6,65.4,83.4,43.1,1,1,-0.9597636723983186,-10.199999999999989,-40.300000000000004
2192,0,0.8974853758792125,-0.35753747950387593,0.7693374401451565,71.1,61.9,35.4,24.2,12,1,-1.0759583812134497,-9.199999999999996,-11.2
2193,1,-0.9617179533422809,-0.7339149918012032,-0.45698414791529796,91.6,67.9,31.6,22.7,8,1,0.31332618070660145,-23.69999999999999,-8.900000000000002
2194,1,-0.989802595777651,-0.633099586721562,-1.6833057359757524,94.0,60.0,74.7,41.5,11,1,0.4143650579371506,-34.0,-33.2
2195,0,1.4591782245866123,0.5161960311863479,0.36056357745833834,50.7,38.0,50.2,34.8,1,0,-0.924400065367626,-12.700000000000003,-15.400000000000006
2196,1,-1.8997450106836384,-1.4396228273586917,-1.2745318732889344,92.0,66.3,33.4,20.5,4,2,0.6265467001213036,-25.700000000000003,-12.899999999999999
2197,0,1.6613876501212759,0.7379899223615585,0.36056357745833834,77.3,64.9,53.5,37.5,12,0,-0.9395558969522082,-12.399999999999991,-16.0
2198,1,-0.8886978830103187,-0.8011252618542973,-1.6833057359757524,33.0,20.7,50.0,31.0,6,0,0.19713147189146968,-12.3,-19.0
2199,1,-0.8437624551137269,-0.7809621808383693,-0.45698414791529796,68.0,50.6,77.3,40.7,4,1,0.1718717525838324,-17.4,-36.599999999999994
2200,0,0.09426460222763092,-1.0296401800348174,0.7693374401451565,93.8,50.6,74.7,45.2,7,2,-0.8587247951677691,-43.199999999999996,-29.5
2201,1,0.330175598684739,1.5176290549774507,-1.2745318732889344,76.9,38.0,83.4,59.9,7,1,0.8437802861669842,-38.900000000000006,-23.500000000000007
2202,1,-0.6359361010919888,-0.989314018002961,-0.8657580106021161,81.2,54.9,71.2,64.2,3,0,-0.17166043000003486,-26.300000000000004,-7.0
2203,0,0.9480377322628788,-0.08197537228618983,0.36056357745833834,61.6,56.3,87.2,53.6,0,2,-0.9142961776445713,-5.300000000000004,-33.6
2204,0,1.324371940896836,0.5699642472288231,0.36056357745833834,98.5,51.6,51.6,37.3,3,2,-0.7627378617987471,-46.9,-14.300000000000004
2205,1,-2.0682528652958583,-1.4127387193374543,-1.2745318732889344,69.6,27.0,54.6,34.3,8,2,0.7983127914132374,-42.599999999999994,-20.300000000000004
2206,0,0.1785185295337409,-0.7204729377905842,1.1781113028319747,70.0,33.7,34.9,20.9,4,2,-0.7021145354604178,-36.3,-14.0
2207,0,-0.23151725002266083,-0.9960350450082703,1.1781113028319747,61.9,26.6,73.5,60.7,10,1,-0.5404523318915394,-35.3,-12.799999999999997
2208,1,-0.680871528988581,-0.9489878559711045,-1.6833057359757524,32.4,25.1,92.2,61.5,4,0,-0.10093321593865014,-7.299999999999997,-30.700000000000003
2209,1,0.24592167137862903,1.4168136498978094,-1.6833057359757524,79.1,40.7,67.4,54.2,8,2,0.8437802861669842,-38.39999999999999,-13.200000000000003
2210,0,0.21222010045618456,-0.9288247749551761,0.7693374401451565,32.6,27.3,75.8,63.4,1,1,-0.8890364583369336,-5.300000000000001,-12.399999999999999
2211,0,-0.23713417850973528,-0.38442158752511346,0.7693374401451565,81.1,49.4,64.7,27.4,4,1,-0.07567349663101267,-31.699999999999996,-37.300000000000004
2212,1,0.302090956249369,1.18157770471198,-0.45698414791529796,92.6,64.5,91.3,62.7,11,0,0.6164428123982486,-28.099999999999994,-28.599999999999994
2213,1,-0.8100608841912829,-0.7675201268277503,-1.6833057359757524,76.3,36.5,83.2,46.3,12,1,0.15166397713772262,-39.8,-36.900000000000006
2214,1,-0.2090495360743653,0.34817035605361263,-0.048210285228479824,79.8,66.6,92.1,63.7,10,0,0.449728664967843,-13.200000000000003,-28.39999999999999
2215,1,-0.332621962789993,0.6640586253031548,-0.8657580106021161,86.8,41.2,76.7,43.3,4,2,0.7983127914132372,-45.599999999999994,-33.400000000000006
2216,0,1.7119400065049422,0.9799468945526975,1.1781113028319747,65.2,25.1,77.8,61.2,3,1,-0.803153412690967,-40.1,-16.599999999999994
2217,0,1.2794365130002443,0.731268895356249,0.36056357745833834,70.6,65.1,31.8,22.5,12,2,-0.6010756582298686,-5.5,-9.3
2218,1,-0.45619438950562113,0.4758698691544914,-1.2745318732889344,64.9,55.1,71.2,49.0,12,2,0.7680011282440727,-9.800000000000004,-22.200000000000003
2219,0,-0.4112589616090289,-0.5793313706790869,0.36056357745833834,31.3,24.1,96.8,54.1,12,0,-0.06556960890795832,-7.199999999999999,-42.699999999999996
2220,0,1.1165455868750986,0.8455263544465093,1.5868851655187928,32.7,22.3,64.5,20.4,7,1,-0.36868624059960586,-10.400000000000002,-44.1
2221,0,1.4816459385349086,0.7715950573881055,0.36056357745833834,71.3,42.6,58.0,33.3,11,2,-0.7526339740756928,-28.699999999999996,-24.700000000000003
2222,0,0.8188483770601762,0.7379899223615585,1.1781113028319747,52.6,31.2,63.6,55.6,6,2,-0.18176431772308937,-21.400000000000002,-8.0
2223,1,-2.0963375077312283,-1.5068330974117858,-1.2745318732889344,30.7,24.3,34.7,24.0,5,1,0.7528452966594903,-6.399999999999999,-10.700000000000003
2224,0,-0.05177553843629351,-1.5606013134542613,1.5868851655187928,32.9,27.7,71.0,33.0,12,2,-1.126477819828724,-5.199999999999999,-38.0
2225,1,-0.130412537255329,0.32800727503768407,-1.6833057359757524,55.6,31.4,61.9,54.8,13,0,0.36384561932187565,-24.200000000000003,-7.100000000000001
2226,0,0.32455867019766454,-0.31721131747201936,1.5868851655187928,60.1,38.0,70.4,38.6,6,1,-0.5303484441684839,-22.1,-31.800000000000004
2227,0,0.6110220230384389,-0.7809621808383693,0.36056357745833834,31.8,24.2,60.1,29.9,4,0,-1.1365817075517797,-7.600000000000001,-30.200000000000003
2228,1,0.49306652480988444,1.2555090017703832,-0.048210285228479824,61.5,22.3,51.4,39.0,4,1,0.5002481035831172,-39.2,-12.399999999999999
2229,1,0.4368972399391445,1.2017407857279079,-0.8657580106021161,82.6,57.6,39.3,28.5,2,2,0.5103519913061723,-24.999999999999993,-10.799999999999997
2230,1,-2.1300390786536725,-1.3858546113162165,-0.048210285228479824,31.5,25.9,65.7,26.2,4,0,0.8740919493361492,-5.600000000000001,-39.5
2231,1,-1.6806847996877525,-1.5874854214754988,-0.45698414791529796,71.4,66.3,81.1,44.1,12,1,0.3183781245681288,-5.1000000000000085,-36.99999999999999
2232,1,-0.14164639422947717,0.5498011662128951,-1.2745318732889344,70.4,46.3,80.5,57.6,13,0,0.540663654475337,-24.10000000000001,-22.9
2233,1,-1.012270309725947,-0.5860523976843959,-1.2745318732889344,65.8,39.6,83.6,42.5,7,1,0.4699364404139527,-26.199999999999996,-41.099999999999994
2234,0,-0.3382388912770671,-1.6479746645232838,0.36056357745833834,63.5,50.5,86.9,51.3,4,0,-0.934503953090681,-13.0,-35.60000000000001
2235,0,0.6728082363962525,0.40193857209608774,0.7693374401451565,68.3,35.4,70.1,39.5,0,1,-0.30301097039974867,-32.9,-30.599999999999994
2236,1,-1.7256202275843449,-1.426180773348073,-0.048210285228479824,71.4,33.1,93.2,51.6,7,1,0.4800403281370076,-38.300000000000004,-41.6
2237,0,1.3749242972805023,0.40865959910139726,0.7693374401451565,87.6,42.8,38.5,25.3,5,2,-0.9294520092291535,-44.8,-13.2
2238,1,0.29085709927522085,1.4974659739615226,-0.048210285228479824,96.5,55.9,62.3,24.5,5,2,0.8639880616130944,-40.6,-37.8
2239,1,-0.29330346338047525,0.6909427333243928,-1.6833057359757524,99.8,63.1,63.1,54.1,1,1,0.7831569598286553,-36.699999999999996,-9.0
2240,1,-1.6188985863299385,-1.3589705032949788,-1.6833057359757524,70.2,64.8,88.8,43.3,0,1,0.4345728333832602,-5.400000000000006,-45.5
2241,1,-0.45619438950562113,0.7111058143403209,-0.45698414791529796,74.1,60.4,58.7,36.5,4,0,0.9448191633975338,-13.699999999999996,-22.200000000000003
2242,0,1.3412227263580587,0.7111058143403209,0.36056357745833834,70.8,38.6,97.4,59.8,12,0,-0.6718028722912534,-32.199999999999996,-37.60000000000001
2243,1,-0.3944081761478071,0.744710949366868,-0.048210285228479824,81.4,56.8,90.5,69.1,4,1,0.9145075002283689,-24.60000000000001,-21.400000000000006
2244,0,1.4816459385349086,0.4893119231651104,0.36056357745833834,78.6,65.3,77.8,64.3,1,1,-0.9648156162598458,-13.299999999999997,-13.5
2245,0,-0.34385581976414115,-1.2111079091781718,0.36056357745833834,32.2,21.2,70.0,34.5,1,1,-0.6010756582298686,-11.000000000000004,-35.5
2246,1,0.02686146038274278,0.5161960311863479,-1.2745318732889344,63.0,33.7,84.6,42.2,5,0,0.36384561932187603,-29.299999999999997,-42.39999999999999
2247,1,0.6391066654738089,1.4100926228925004,-1.6833057359757524,60.7,31.3,81.2,42.0,3,2,0.48509227199853494,-29.400000000000002,-39.2
2248,1,-0.8381455266266529,-0.8817775859180106,-0.048210285228479824,83.1,54.7,88.2,49.4,9,0,0.09104065079939297,-28.39999999999999,-38.800000000000004
2249,1,-0.905548668471541,-0.7204729377905842,-0.8657580106021161,69.9,28.0,93.1,56.8,13,1,0.2729106298143819,-41.900000000000006,-36.3
2250,0,-0.4618113179926952,-1.3858546113162165,0.36056357745833834,91.9,55.6,64.8,35.8,13,2,-0.6263353775375059,-36.300000000000004,-29.0
2251,1,0.31894174171059086,1.1345305156748138,-0.048210285228479824,66.3,55.8,98.2,51.7,0,2,0.565923373782974,-10.5,-46.5
2252,1,-0.4955128889151389,-0.8011252618542973,-0.8657580106021161,79.9,46.6,70.6,45.9,10,2,-0.15650459841545244,-33.300000000000004,-24.699999999999996
2253,1,-1.012270309725947,-1.0296401800348174,-1.2745318732889344,31.9,22.4,31.1,27.2,3,2,0.1365081455531404,-9.5,-3.900000000000002
2254,1,0.330175598684739,1.2219038667438364,-0.048210285228479824,39.3,21.3,65.9,55.7,11,1,0.6214947562597761,-17.999999999999996,-10.200000000000003
2255,1,-0.7370408138593211,-0.6868678027640371,-0.8657580106021161,30.0,22.8,64.0,21.4,8,0,0.14661203327619543,-7.199999999999999,-42.6
2256,0,-0.29330346338047525,-0.8078462888596069,1.5868851655187928,77.3,32.8,73.7,36.7,2,1,-0.3434265212919682,-44.5,-37.0
2257,1,0.302090956249369,1.1748566777066705,-0.45698414791529796,30.2,20.1,95.5,66.0,11,2,0.6113908685367211,-10.099999999999998,-29.5
2258,1,-2.1637406495761167,-1.4866700163958577,-1.2745318732889344,58.1,32.5,72.8,66.0,3,1,0.8286244545824022,-25.6,-6.799999999999997
2259,0,0.11673231617592643,-0.7473570458118223,1.5868851655187928,75.9,68.3,88.7,44.2,8,0,-0.6667509284297255,-7.6000000000000085,-44.5
2260,1,-0.8999317399844668,-0.9825929909976515,-1.6833057359757524,75.0,32.1,71.7,60.1,6,2,0.07083287535328338,-42.9,-11.600000000000001
2261,0,-0.30453732035462305,-1.2379920171994094,0.36056357745833834,94.2,57.5,79.2,34.8,7,1,-0.6566470407066708,-36.7,-44.400000000000006
2262,1,-2.0345512943734145,-1.311923314257813,-0.8657580106021161,53.9,32.9,60.7,54.4,7,1,0.8437802861669846,-21.0,-6.300000000000004
2263,1,0.5660865951418462,1.4638608389349754,-0.8657580106021161,82.1,57.0,96.9,61.9,11,2,0.591183093090612,-25.099999999999994,-35.00000000000001
2264,0,1.127779443849246,0.287681113005828,0.36056357745833834,53.4,31.2,72.5,48.6,13,0,-0.7981014688294391,-22.2,-23.9
2265,1,-1.8267249403516765,-1.3253653682684319,-1.2745318732889344,76.5,67.6,85.6,56.7,9,1,0.6467544755674136,-8.900000000000006,-28.89999999999999
2266,0,1.3580735118192804,1.3832085148712623,1.5868851655187928,66.7,58.3,72.4,62.4,6,0,-0.18176431772308974,-8.400000000000006,-10.000000000000007
2267,0,0.7795298776506588,-0.13574358832866543,0.7693374401451565,68.1,58.0,72.3,49.9,4,0,-0.8031534126909674,-10.099999999999994,-22.4
2268,0,0.6840420933704007,0.4422647341279443,0.7693374401451565,94.9,50.5,54.0,31.4,6,2,-0.2828031949536389,-44.400000000000006,-22.6
2269,0,0.015627603408594624,-0.4852369926047547,1.1781113028319747,75.3,63.4,60.6,50.7,0,0,-0.3787901283226602,-11.899999999999999,-9.899999999999999
2270,0,0.5604696666547726,-0.9691509369870327,0.36056357745833834,71.1,30.1,62.9,51.2,2,1,-1.232568640920801,-40.99999999999999,-11.699999999999996
2271,1,-0.14164639422947717,0.5632432202235136,-0.45698414791529796,60.3,53.8,30.7,26.6,10,1,0.5507675421983917,-6.5,-4.099999999999998
2272,1,0.11673231617592643,1.0673202456217197,-1.2745318732889344,84.9,40.7,70.5,47.5,6,2,0.6972739141826884,-44.2,-23.0
2273,1,-0.871847097549097,-0.8145673158649164,-0.8657580106021161,94.5,53.2,68.6,22.4,3,0,0.1718717525838324,-41.3,-46.199999999999996
2274,0,1.324371940896836,0.9060155974942938,0.36056357745833834,58.0,36.8,59.5,38.0,10,1,-0.5101406687223742,-21.200000000000003,-21.5
2275,0,1.0547593735172842,-0.04164921025433372,1.5868851655187928,32.0,22.3,65.9,59.0,5,0,-0.979971447844428,-9.7,-6.900000000000006
2276,0,0.31332481322351635,-0.8884986129233196,0.7693374401451565,71.8,61.6,77.7,44.5,0,1,-0.9496597846752629,-10.199999999999996,-33.2
2277,1,-0.3101542488416971,0.7379899223615585,-1.2745318732889344,77.5,30.1,80.0,47.8,11,2,0.8336763984439295,-47.4,-32.2
2278,1,-0.0012231820526272105,0.6102904092606797,-0.45698414791529796,50.6,31.8,34.7,28.8,6,1,0.4598325526908977,-18.8,-5.900000000000002
2279,0,1.1839487287199861,0.025561059798760426,0.7693374401451565,32.0,20.3,38.3,26.3,6,0,-1.0456467180442848,-11.7,-11.999999999999996
2280,1,-1.7143863706101967,-1.1976658551675528,-1.6833057359757524,78.6,35.7,54.4,36.3,4,1,0.6417025317058862,-42.89999999999999,-18.1
2281,0,1.2401180135907262,1.309277217812859,1.5868851655187928,33.5,25.6,31.1,24.4,2,2,-0.13124487910781443,-7.899999999999999,-6.700000000000003
2282,1,-0.995419524264725,-0.6868678027640371,-1.2745318732889344,59.1,36.5,80.7,40.3,4,2,0.3790014509064586,-22.6,-40.400000000000006
2283,1,-1.7424710130455665,-1.311923314257813,-0.048210285228479824,98.7,52.7,76.3,31.3,12,0,0.5810792053675566,-46.0,-45.0
2284,0,0.1785185295337409,0.294402140011137,0.36056357745833834,98.4,61.5,66.9,22.1,8,1,0.06072898763022814,-36.900000000000006,-44.800000000000004
2285,0,0.6840420933704007,0.22719186995804286,0.36056357745833834,84.0,46.1,31.9,22.1,7,1,-0.4444653985225177,-37.9,-9.799999999999997
2286,0,0.9985900886465443,0.8320843004358902,1.5868851655187928,50.3,33.7,35.2,23.1,4,0,-0.27269930723058383,-16.599999999999994,-12.100000000000001
2287,0,1.2738195845131706,0.764874030382796,1.5868851655187928,83.6,43.2,69.2,51.6,7,1,-0.5707639950607042,-40.39999999999999,-17.6
2288,1,-0.8606132405749488,-0.8817775859180106,-1.2745318732889344,33.4,25.2,34.9,24.2,0,2,0.11124842624550273,-8.2,-10.7
2289,1,-0.24836803548388345,0.778316084393415,-0.048210285228479824,62.4,54.7,63.7,20.8,0,1,0.8084166791362926,-7.699999999999996,-42.900000000000006
2290,0,1.492879795509056,0.4893119231651104,1.5868851655187928,63.7,52.9,30.8,20.2,10,2,-0.9749195039829002,-10.800000000000004,-10.600000000000001
2291,1,0.22345395743033272,1.4168136498978094,-1.2745318732889344,55.6,38.2,95.2,68.4,4,0,0.8639880616130944,-17.4,-26.799999999999997
2292,0,1.3861581542546504,1.4907449469562126,1.5868851655187928,51.3,30.6,97.1,51.3,11,2,-0.12619293524628797,-20.699999999999996,-45.8
2293,0,-0.32138810581584526,-1.4665069353799294,1.5868851655187928,87.4,51.8,57.4,35.7,1,1,-0.8132573004140217,-35.60000000000001,-21.699999999999996
2294,0,1.6052183652505359,0.8253632734305811,0.36056357745833834,61.8,54.4,66.7,24.3,7,0,-0.8233611881370764,-7.399999999999999,-42.400000000000006
2295,1,0.5885543090901426,1.5445131629986888,-0.8657580106021161,92.8,51.1,60.4,53.6,1,2,0.6315986439828315,-41.699999999999996,-6.799999999999997
2296,1,-1.9502973670673047,-1.392575638321526,-0.45698414791529796,72.7,65.0,90.1,51.9,3,0,0.7073778019057433,-7.700000000000003,-38.199999999999996
2297,0,0.13920003012422275,-1.036361207040127,0.36056357745833834,54.5,36.4,96.4,69.9,11,0,-0.9041922899215162,-18.1,-26.5
2298,0,0.6391066654738089,-0.646541640732181,0.36056357745833834,80.7,40.4,94.5,60.5,0,1,-1.0608025496288678,-40.300000000000004,-34.0
2299,1,-0.42249281858317705,0.5296380851969665,-1.2745318732889344,60.3,31.9,67.0,36.0,8,1,0.7781050159671274,-28.4,-31.0
2300,1,-0.989802595777651,-0.8145673158649164,-1.6833057359757524,74.0,45.5,71.2,36.5,1,2,0.2779625736759091,-28.5,-34.7
2301,0,-0.10794482330703349,-0.8481724508914634,0.36056357745833834,63.3,35.6,74.0,60.2,2,0,-0.540452331891539,-27.699999999999996,-13.799999999999997
2302,0,1.352456583332206,1.1748566777066705,1.1781113028319747,97.4,68.7,31.4,25.8,10,0,-0.3333226335689131,-28.700000000000003,-5.599999999999998
2303,1,-2.0401682228604883,-1.3388074222790505,-0.8657580106021161,31.5,24.7,74.9,46.1,11,0,0.828624454582402,-6.800000000000001,-28.800000000000004
2304,0,0.8974853758792125,0.19358673493149578,0.7693374401451565,60.6,50.6,81.7,53.2,12,2,-0.6616989845681983,-10.0,-28.5
2305,0,0.6166389515255126,-0.7742411538330598,0.36056357745833834,50.1,36.0,66.4,20.0,2,1,-1.1365817075517795,-14.100000000000001,-46.400000000000006
2306,1,0.1953693149949627,1.18157770471198,-0.8657580106021161,68.2,52.5,83.5,43.5,11,0,0.7124297457672706,-15.700000000000003,-40.0
2307,0,0.6503405224479563,0.4288226801173253,0.36056357745833834,52.8,34.2,67.9,23.1,3,2,-0.2625954195075288,-18.599999999999994,-44.800000000000004
2308,0,0.7458283067282144,0.5430801392075856,1.1781113028319747,55.7,35.5,70.7,63.4,7,1,-0.2625954195075288,-20.200000000000003,-7.300000000000004
2309,0,0.8806345904179906,0.8992945704889843,0.36056357745833834,80.5,54.4,39.6,26.6,8,0,-0.11608904752323292,-26.1,-13.0
2310,1,-1.8941280821965647,-1.5807643944701897,-0.45698414791529796,77.5,43.5,70.9,33.6,5,2,0.5154039351676998,-34.0,-37.300000000000004
2311,1,-2.0401682228604883,-1.68830082655514,-0.45698414791529796,66.2,33.5,72.7,32.8,1,1,0.5659233737829742,-32.7,-39.900000000000006
2312,1,0.2290708859174064,1.1009253806482668,-1.2745318732889344,52.9,35.9,34.4,20.8,10,0,0.6214947562597765,-17.0,-13.599999999999998
2313,1,-0.18096489363899532,0.4153806261067068,-0.8657580106021161,34.6,24.2,79.1,41.4,13,1,0.47498838427548024,-10.400000000000002,-37.699999999999996
2314,0,1.3973920112287985,0.32800727503768407,0.36056357745833834,30.3,25.4,52.1,34.9,10,1,-1.0102831110135932,-4.900000000000002,-17.200000000000003
2315,0,1.6220691507117586,0.34817035605361263,0.36056357745833834,80.9,51.9,38.0,25.4,11,0,-1.197205033890109,-29.000000000000007,-12.600000000000001
2316,1,0.302090956249369,1.28911413679693,-0.8657580106021161,72.3,33.7,75.3,41.1,4,0,0.6972739141826877,-38.599999999999994,-34.199999999999996
2317,1,-1.8548095827870466,-1.5337172054330235,-1.2745318732889344,54.2,35.8,66.5,56.7,5,1,0.5154039351676998,-18.400000000000006,-9.799999999999997
2318,0,1.4872628670219823,1.2084618127332174,0.36056357745833834,61.2,57.3,38.4,25.7,8,0,-0.42930956693793515,-3.9000000000000057,-12.7
2319,1,-0.675254600501507,-0.6801467757587281,-1.6833057359757524,65.4,20.8,62.3,56.5,7,2,0.09609259466092049,-44.60000000000001,-5.799999999999997
2320,0,0.04932917433103909,-0.6599836947427996,0.7693374401451565,74.0,34.7,67.7,52.2,11,0,-0.5404523318915394,-39.3,-15.5
2321,0,0.8750176619309161,0.8522473814518187,1.1781113028319747,57.2,38.0,36.7,20.1,3,2,-0.14640071069239702,-19.200000000000003,-16.6
2322,1,0.004393746434446468,0.44898576113325384,-0.048210285228479824,34.9,21.9,70.3,39.6,2,1,0.33353395615271153,-13.0,-30.699999999999996
